Command,Link,Description,Preprocessed_Description
ipv6 local,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-local.htm,This command configures a local IPv6 pool for Layer-2 Tunnel Protocol (L2TP). VPN clients can be assigned IPv6 addresses from the L2TP pool.,configures local ipv6 pool tunnel protocol l2tp vpn clients assigned ipv6 addresses l2tp pool
ipv6 name-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-name-srvr.htm,This command configures the IPv6 address of the domain name server.,configures ipv6 address domain name server
ipv6 neighbor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-neighbr.htm,This command configures an IPv6 static neighbor on a VLAN interface.,configures ipv6 static neighbor vlan interface
ipv6 nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-nexthop-list.htm,This command defines a next-hop list for IPv6 address in policy-based routing.,defines list ipv6 address routing
ipv6 mld,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-mld.htm,"This command configures the IPv6 MLD (Multi-listener discovery) parameters. You can modify the default values of the MLD parameters for IPv6 MLD snooping. You must enable IPv6 MLD snooping for these values to take effect. For more information on enabling IPv6 MLD snooping, see interface vlan on page 1.",configures ipv6 mld discovery parameters modify default values mld parameters ipv6 mld snooping must enable ipv6 mld snooping values take effect information enabling ipv6 mld snooping see interface vlan page 1
ipv6 proxy-ra,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-proxy-ra.htm,This command configures an interval for proxy RA.,configures interval proxy ra
ipv6 radius,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-radius.htm,"This command configures global parameters for configured IPv6 RADIUS servers. If the aaa authentication-server radius command configures a server-specific NAS IPv6 address, the server-specific IPv6 address is used instead.",configures global parameters configured ipv6 radius servers aaa radius configures nas ipv6 address ipv6 address used instead
ipv6 route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-route.htm,This command configures static IPv6 routes on the managed device.,configures static ipv6 routes managed device
ipv6 tacacs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ipv6-tacacs.htm,This command configures parameters for configured IPv6 TACACS servers.,configures parameters configured ipv6 tacacs servers
ip-reputation deny,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-reptn.htm,This command denies connections matching malicious IP addresses.,denies connections matching malicious ip addresses
kernel coredump,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/kernel-coredump.htm,"This command enables the controller to capture the snapshot of the working memory of the control plane when the control plane has terminated abnormally. An additional flash memory available check is imposed on core dump. If less than 100 MB of space is left on the flash, the extra core dump chunks get discarded. After issuing this command, you may run the write memory command to save the configuration. This will enable the kernel core dumps across reboots.",enables controller capture snapshot working memory control plane control plane terminated abnormally additional flash memory available check imposed core dump less 100 mb space left flash extra core dump chunks get discarded issuing may run write memory save configuration enable kernel core dumps across reboots
kernel printk,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/kernel-printk.htm,This command enables the kernel printk.,enables kernel printk
lb-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lb-group.htm,This command allows you to manage and configure the load balancing group.,allows manage configure load balancing group
lc-cluster group-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-grp-pro.htm,This command is used to configure the cluster group profile in the Mobility Conductor.,used configure cluster group profile mobility conductor
lc-cluster group-membership,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-grp-mem.htm,Configure the group-membership in each node. This command is used to enable the cluster membership on the managed devices.,configure node used enable cluster membership managed devices
lc-cluster start-vlan-probe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lcclus-st-vlan-pr.htm,"This command is used to trigger a VLAN probe on the managed devices. Execute this command to re-run the VLAN probing algorithm after removing the VLANs using the command, lc-cluster exclude-vlan.",used trigger vlan probe managed devices execute vlan probing algorithm removing vlans using
lc-cluster exclude-vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-exc-vlan.htm,This command is used to exclude certain VLANs for the VLAN probing algorithm on the managed devices.,used exclude certain vlans vlan probing algorithm managed devices
lc-cluster initiate Upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-init-upg.htm,This command is used to trigger the cluster upgrade in the Mobility Conductor:,used trigger cluster upgrade mobility conductor
lc-cluster schedule upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-schd-upg.htm,This command is used to schedule a cluster upgrade.,used schedule cluster upgrade
lc-cluster re-schedule upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-resc-upg.htm,This command is used to reschedule a scheduled cluster upgrade.,used reschedule scheduled cluster upgrade
lc-cluster abort schedule upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lc-clst-abrt-sch.htm,This command is used to delete or abort a scheduled cluster upgrade.,used delete abort scheduled cluster upgrade
lacp group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lacp-grp.htm,"This command allows you to enable LACP and configure LACP on the interface. LACP is disabled by default and if the group number assigned contains static port members, the command is rejected.",allows enable lacp configure lacp interface lacp disabled default group number assigned contains static port members rejected
lacp port-priority,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lacp-port-priort.htm,Configure the LACP port priority and set the port priority for LACP.,configure lacp port priority set port priority lacp
lacp system-priority,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lacp-sys-prioty.htm,This command configures the LACP system priority.,configures lacp system priority
lacp timeout,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/lacp-timeout.htm,Configure the timeout period for the LACP session. The timeout value is the amount of time that a port-channel interface waits for LACP data units from the remote system before terminating the LACP session.,configure timeout period lacp session timeout value amount time interface waits lacp data units remote system terminating lacp session
