Command,Link,Description
ip access-list extended,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-list-extd.htm,"This command configures an extended ACL. To configure IPv6 specific rules, use the ipv6 keyword for each rule."
ip access-list geolocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-lst-geo.htm,This command configures a global geolocation ACL.
ip access-list mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-list-mac.htm,"This command configures a MAC ACL. MAC ACLs allow filtering of non-IP traffic. This ACL filters on a specific source MAC address or range of MAC addresses. If you configure the mirror option, define the destination to which mirrored packets are sent in the firewall policy. For more information, see firewall on page 1."
ip access-list route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-ist-rout.htm,This command configures an ACL for PBR.
ip access-list session,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-list-sess.htm,"This command configures an ACL session. To create IPv6 specific rules, use the ipv6 keyword. Session ACLs define traffic and firewall policies on the managed device. You can configure multiple rules for each policy, with rules evaluated from top (1 is first) to bottom. The first match terminates further evaluation. Generally, you should order more specific rules at the top of the list and place less specific rules at the bottom of the list. The ACL ends with an implicit deny all. To configure IPv6 rules, use the ipv6 keyword followed by the regular ACL keywords."
ip access-list standard,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-list-std.htm,This command configures a standard ACL. Standard ACLs are supported for compatibility with router software from other vendors. This ACL permits or denies traffic based on the source address of the packet.
ip cp-redirect-address,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-cp-redrct-adr.htm,This command configures a redirect address for captive portal. This command redirects wireless clients that are on different VLANs (from the managed device’s IP address) to the captive portal on the managed device.
ip default-gateway,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-def-gatway.htm,"This command configures the default gateway for Mobility Conductor or the managed device. You can use this command to set the default gateway to the IP address of the interface on the upstream router or switch to which you connect Mobility Conductor or the managed device. If you define more than one dynamic gateway type, you must also define a cost for the route to each gateway. Mobility Conductor or the managed device will first attempt to obtain a gateway IP address using the option with the lowest cost. If Mobility Conductor and the managed device are unable to obtain a gateway IP address, they will then attempt to obtain a gateway IP address using the option with the next-lowest path cost."
ip dhcp adaptive,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-adapt.htm,This command enables adaptive VLAN assignment based on the DHCP server.
ip dhcp default-pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-def-pool.htm,This command configures the DHCP pool type.
ip dhcp excluded-address,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-excl-adr.htm,This command configures an excluded address range for the DHCP server on Mobility Conductor. Ensure that the statically assigned IP addresses are excluded.
ip dhcp increase-increase-limit,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-incr-lmt.htm,"This command configures additional DHCP scope that is twice the user limit on specific controller platforms. This feature is disabled by default. This command can be used only in any of the following controller platforms: 7005Controller, 7008Controller, or 7010Controller."
ip dhcp load-balance,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-load-bal.htm,This command configures the DHCP pool load balancing priority.
ip dhcp option-82,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-option82.htm,This command configures option-82 information through XML file
ip dhcp ping-check,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-png-chck.htm,This command disables the ping-check option on the DHCP server of the Mobility Conductor.
ip dhcp pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-pool.htm,"This command configures a DHCP pool on the Mobility Conductor. A DHCP pool should be created for each IP subnetwork for which DHCP services should be provided. DHCP pools are not specifically tied to VLANs, as the DHCP server exists on every VLAN. When Mobility Conductor receives a DHCP request from a client, it examines the origin of the request to determine if it should respond. If the IP address of the VLAN matches a configured DHCP pool, Mobility Conductor answers the request. When a sub-option, option 5, is configured, the DHCP server will allocate an address on the subnet specified in the link-selection sub-option."
ip dhcp reserved,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dhcp-resrvd.htm,This command configures DHCP server device reservations. You can use IP reservation to manually bind IP addresses from a DHCP pool to a client MAC address.
ip domain-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dom-name.htm,This command configures the default domain name. Mobility Conductor uses the default domain name to complete hostnames that do not contain domain names. You must have at least one domain name server configured on the controller (see ip name-server on page 1).
ip domain lookup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dom-lookup.htm,This command enables DNS hostname to address translation. This command is enabled by default. Use the no form of this command to disable.
ip domain redirect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dom-redirect.htm,This command enables Domain Name System (DNS) redirect for hostname translation. This command is disabled by default. Use the no form of this command to disable.
ip domain-redirect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dom-redrct.htm,This command redirects the DNS query matching corporate domain to a dedicated corporate IPv4 DNS server. This command is not enabled by default. Use the no form of this command to disable.
ip dynamic-dns,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-dyna-dns.htm,This command configures DDNS information.
ip igmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-igmp.htm,"This command configures the Internet Group Management Protocol (IGMP) timers and counters. IGMP establishes and manages IP multicast group membership. See RFC 3376, “Internet Group Management Protocol, version 3” for more information."
ip local,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-local.htm,This command configures a local IP pool for Layer-2 Tunnel Protocol (L2TP). VPN clients can be assigned IP addresses from the L2TP pool.
ip mobile active-domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-actv-dom.htm,"This command configures the mobility domain that is active on Mobility Conductor. All managed devices are initially part of the “default” mobility domain. If you use the “default” mobility domain, you do not need to specify this domain as the active domain on Mobility Conductor. However, once you assign a managed device to a user-defined domain, the “default” mobility domain is no longer an active domain on the Mobility Conductor."
ip mobile domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-dom.htm,This command configures the mobility domain on the managed devices. You configure the HAT on Mobility Conductor; the mobility domain information is pushed to all managed devices that are managed by the same Mobility Conductor.
ip mobile foreign-agent,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-frgn-agnt.htm,This command configures the foreign agent for IP mobility. A foreign agent is the managed device which handles all mobile IP communication with a home agent on behalf of a roaming client.
ip mobile home-agent,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-home-agnt.htm,This command configures the home agent for IP mobility. A home agent for a mobile client is the managed device where the client first appears when it joins the mobility domain. The home agent is the single point of contact for the client when it roams.
ip mobile packet-trace,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-pckt-trce.htm,This command enables packet tracing for the given mac address. This command is used for troubleshooting purposes only.
ip mobile proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-proxy.htm,This command configures the proxy mobile IP module in a mobility-enabled managed device. The proxy mobile IP module in a mobility-enabled managed device detects when a mobile client has moved to a foreign network and determines the home agent for a roaming client. The proxy mobile IP module performs the following functions:
ip mobile revocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-mob-revoc.htm,"This command configures the frequency at which registration revocation messages are sent. A home agent or foreign agent can send a registration revocation message, which revokes registration service for the mobile client. For example, when a mobile client roams from one foreign agent to another, the home agent can send a registration revocation message to the first foreign agent so that the foreign agent can free any resources held for the client."
